wohnflaeche_qm,qualitaet,baujahr,preis_usd
163.5,7,1920,629000
86.4,6,1957,226950
241.5,9,1939,1225000
202.5,8,1979,415000
177.4,8,2001,595000
102.2,6,1968,209950
163.5,7,1973,568000
65.0,6,1951,119900
100.3,7,1962,207000
99.4,7,1967,195000
135.6,7,1955,324950
97.5,6,1947,210000
293.6,9,1995,1078000
130.1,7,1954,325088
289.9,8,1977,790000
66.9,5,1982,150000
263.8,10,1999,790000
113.3,6,1910,255000
262.0,7,1928,697000
78.0,7,1908,457500
149.6,8,1940,690000
172.8,9,1917,967000
210.0,9,1968,980000
227.6,9,1988,619420
79.0,6,1910,389000
167.2,7,1964,500000
114.3,7,1950,569000
191.4,7,1967,425000
255.5,8,1948,635000
104.1,6,1980,256500
279.6,8,2005,695000
146.8,7,1945,535000
244.3,8,2004,454200
73.4,6,1943,418500
288.9,9,1983,749950
197.9,8,1999,338500
419.9,10,1992,1250000
148.6,8,1993,299950
181.2,7,1963,325000
186.7,8,1973,434000
236.9,7,1978,328950
496.1,10,1912,2095000
185.8,8,1978,570000
201.6,8,2014,802000
144.0,7,1918,525000
259.2,8,1907,700000
183.9,6,1956,350000
110.6,7,2005,277500
339.1,10,1975,1575000
140.3,6,1913,195000
111.5,7,1968,222000
262.9,8,1979,865000
153.3,7,1959,445000
158.9,7,1924,495800
161.7,7,1924,548500
170.9,7,1974,310000
169.1,7,1962,205000
358.6,7,2003,470000
168.2,7,2002,430000
95.7,7,1999,310000
131.0,7,1953,355000
198.8,8,1968,621500
179.3,7,1971,175000
179.3,7,1971,326000
179.3,7,1920,690000
205.3,8,2003,335000
126.3,7,1961,197000
170.0,7,1950,312500
197.0,7,1959,436000
250.8,8,2002,1015000
293.6,9,1992,805000
257.3,8,1979,652427
208.1,9,1945,1008000
238.8,9,1999,355000
81.8,7,1939,334550
169.1,8,1984,557500
154.2,7,1963,277500
204.4,6,1960,300000
152.4,7,1928,325000
153.3,7,1951,402500
131.9,7,1963,461000
118.0,7,1926,540000
99.4,7,1971,385000
98.5,7,1924,480000
203.5,8,1963,539950
180.2,9,1990,529000
120.8,7,2008,417000
123.6,7,1966,405000
180.2,8,1966,299000
195.1,7,1983,299000
119.8,7,1951,372220
144.9,6,1904,494400
244.3,7,1958,280000
195.1,7,1992,277950
192.3,8,1996,770000
275.0,10,1989,760000
120.8,7,2004,230000
234.1,9,1994,525000
106.8,7,1927,307000
188.6,6,1947,253779
174.7,8,1968,405000
215.5,6,1942,360000
97.5,6,1910,521000
281.5,9,1978,680000
49.2,4,1950,355000
101.3,7,1968,200000
206.2,7,1993,330000
132.9,7,1987,221000
351.2,11,1910,1598890
144.9,6,1947,310000
206.2,8,1932,862000
105.9,7,1960,200000
236.0,7,1957,630000
133.8,7,1985,432250
145.9,7,1977,478000
172.8,7,1962,249000
226.7,9,2006,495000
195.1,7,1960,630000
199.7,8,1997,550000
226.7,8,1994,350000
179.3,7,1966,270000
170.0,7,1963,488250
171.9,7,1986,248000
298.2,9,2014,889000
101.3,6,1927,375000
173.7,7,1906,933000
178.4,8,1977,625000
65.0,6,1943,328000
314.0,8,1969,470000
225.8,8,2007,502500
181.2,7,1976,484000
83.6,6,1961,252500
191.4,8,1987,610000
202.5,8,1969,419000
198.8,8,1986,322500
160.7,7,1918,563000
291.7,9,1993,464000
279.6,10,1951,870000
74.3,8,2003,280000
306.6,9,1994,850000
142.1,7,1946,458950
70.6,6,1946,122000
227.6,7,1994,525000
92.9,7,1962,286300
78.0,6,1952,218450
128.2,7,1955,525000
128.2,7,1955,650000
187.7,7,1949,356000
117.1,7,1951,436500
133.8,7,1979,410000
143.1,7,1950,512500
98.5,6,1925,510000
176.5,8,1966,566000
266.6,8,1948,525000
97.5,6,1920,435000
170.9,8,1989,406500
278.7,8,1966,550000
111.5,6,1949,251000
170.9,8,1959,830000
259.2,9,1989,803000
90.1,5,1942,206000
99.4,7,1944,200000
83.6,6,1952,219000
249.0,7,1962,777000
185.8,8,1979,593700
154.2,7,1956,712500
164.4,7,1946,600000
114.3,7,1940,554663
161.7,7,1962,267000
158.9,7,1953,390000
187.7,7,1979,335000
223.9,8,1975,938000
214.6,7,1993,370000
223.0,7,2003,335000
293.6,7,1923,695000
144.9,7,1953,387500
164.4,7,1992,245000
148.6,7,1990,308550
123.6,7,1968,225000
275.9,9,1993,715000
94.8,7,1954,335000
231.3,9,2003,634000
157.9,7,1956,337500
79.0,6,1940,440000
116.1,7,1990,350000
56.7,5,1918,400000
343.7,11,1989,1288000
88.3,7,1954,435000
358.6,8,2004,681000
126.3,8,2007,397000
361.4,10,1996,775000
156.1,7,1959,480000
141.2,7,1985,158000
224.8,8,2005,590000
361.4,9,2004,772500
273.1,8,1955,464500
125.4,7,1966,281000
203.5,8,1990,620000
211.8,7,1985,475000
99.4,6,1932,245000
236.0,7,1925,660000
210.9,8,1973,527500
113.3,6,1914,135000
175.6,7,2003,275000
184.9,7,1926,430000
113.3,7,1968,213500
245.3,9,2012,535000
137.5,7,1952,641000
215.5,7,1952,436300
223.9,8,1911,1440000
194.2,8,1949,830000
85.5,6,1910,380000
79.0,6,1945,132500
105.0,7,1954,179950
117.1,7,1954,188200
194.2,7,1951,659000
187.7,7,1926,317000
183.0,8,1959,625000
169.1,7,1976,350000
170.9,7,1915,750000
195.1,8,1959,457000
164.4,7,1906,632500
103.1,7,1991,223000
194.2,8,1976,610000
193.2,7,1948,385000
130.1,7,2005,367500
98.5,6,1949,385100
66.9,6,1920,230000
102.2,7,2008,286000
93.8,7,1967,201700
485.9,11,2002,1350000
224.8,8,1979,525000
111.5,7,1975,361000
181.2,8,2002,530000
173.7,7,1950,455000
121.7,7,1966,421000
141.2,7,1945,640000
118.0,7,1955,240000
78.0,6,1928,360000
83.6,7,1953,157340
279.6,8,1950,1240000
97.5,6,1954,250000
312.2,7,1962,735000
498.9,8,1967,884900
249.9,8,1948,775000
158.9,7,1948,463000
152.4,8,2009,579000
371.6,10,2004,570000
384.6,10,2005,1060000
291.7,8,1971,375000
122.6,7,1938,422000
286.1,9,2014,866500
232.3,10,1986,705000
234.1,8,1994,470000
218.3,7,1966,360000
238.8,8,1948,795000
288.0,9,2003,800000
439.4,10,1935,2453500
95.7,6,1927,277284
94.8,7,1953,460000
193.2,9,1996,898888
131.0,7,1981,211000
126.3,6,2004,222000
243.4,7,1992,672000
210.0,9,1974,778000
138.4,8,1976,312500
235.0,8,1975,650000
291.7,8,1959,740000
169.1,7,1972,320000
164.4,7,1990,455000
411.6,10,2013,2450000
138.4,8,2001,500000
166.3,7,1978,325000
158.9,8,2004,416000
192.3,7,1968,495000
105.9,7,1908,549000
365.1,8,1968,589000
102.2,7,1967,194820
210.0,7,1910,405000
210.0,7,1910,625000
105.0,7,1954,205000
181.2,8,1959,345100
89.2,6,1953,200000
391.1,11,2001,1905000
318.7,7,1988,524500
322.4,7,1993,598600
198.8,7,1978,367777
234.1,7,1946,750000
329.8,8,1968,575000
65.0,6,1949,84000
68.7,6,1926,255000
306.6,10,1926,1740000
152.4,7,1977,415000
258.3,9,1990,449900
170.0,7,1929,220000
328.9,10,2003,899000
133.8,7,1954,430000
275.0,10,2001,472500
295.4,8,1967,680000
307.5,10,2000,1650000
222.0,7,1921,810000
228.5,9,1977,605000
151.4,7,1958,522000
324.2,10,2005,759000
232.3,8,1966,411000
193.2,7,1984,286950
119.8,7,2000,440000
157.9,6,1955,149000
157.9,6,1955,284700
236.0,8,1964,374950
109.6,8,1952,816000
141.2,7,1960,533250
222.0,8,1942,689800
254.6,8,1947,775000
203.5,8,1991,702000
125.4,6,1942,160000
125.4,6,1942,255500
276.9,9,1973,949000
73.4,6,1944,169500
197.9,8,1965,586000
250.8,8,1978,680000
297.3,8,1977,851500
107.7,7,1948,582500
286.1,9,2008,637000
92.9,7,1955,225000
210.0,8,2003,795000
210.9,7,1976,304999
70.6,5,1915,95000
131.9,5,1942,240000
232.3,7,1958,772000
134.7,8,1983,245000
232.3,8,1999,430000
205.3,8,1916,799000
280.6,9,2007,880000
305.7,9,2004,750000
537.0,11,2008,2890000
169.1,8,1993,532000
232.3,8,1978,525000
112.4,7,1952,239000
101.3,8,1951,460000
123.6,8,1962,540000
82.7,7,1923,475000
126.3,8,1968,445000
392.1,11,1991,1575000
351.2,8,2004,549950
242.5,6,1940,294950
183.9,8,1993,736000
119.8,7,1980,214946
336.3,9,2003,856000
249.0,9,2004,775000
111.5,7,1959,205000
185.1,6,1903,429592
152.4,7,1977,414250
178.4,6,1906,399950
170.9,7,1979,319990
121.7,8,1970,524000
97.5,7,1913,349950
238.8,8,1927,889000
86.4,6,1919,300000
67.8,7,1911,395000
118.0,7,2008,348000
106.8,7,1921,830000
76.2,7,1965,173000
278.7,7,1950,585000
206.2,7,1966,576750
232.3,7,1962,495000
143.1,7,2007,216650
255.5,8,1978,615000
290.8,8,1978,675000
132.9,8,1983,510000
249.0,8,1995,630000
279.6,8,2003,359950
142.1,7,1986,265000
115.2,6,1916,210000
210.0,6,1998,367000
262.0,9,1926,1075000
330.7,8,1948,756000
151.4,7,1960,203000
267.6,9,2002,535000
204.4,7,1947,525000
150.5,7,1981,347500
137.5,9,2005,620000
209.0,8,1996,645000
328.9,10,1940,2200000
166.3,7,1990,280000
130.1,7,1924,432000
222.0,9,1929,790000
223.0,8,1957,635000
190.5,7,1958,442000
245.3,7,2001,490000
215.5,7,1962,250000
226.7,8,1902,1325000
117.1,6,1954,120000
579.7,11,2003,2950000
179.3,7,1993,325000
111.5,7,1968,210000
90.1,5,1920,215000
168.2,8,1968,387000
128.2,7,1925,408000
136.6,7,1953,410000
93.8,6,1925,216000
93.8,6,1925,390000
124.5,7,1950,357000
90.1,7,1970,215000
104.2,5,1900,265000
155.1,9,2014,589950
263.8,8,1950,440000
71.5,4,1914,248000
189.5,9,1977,730000
283.5,8,2004,425000
243.4,8,1977,680000
289.9,8,1980,341500
102.2,7,1950,395000
316.8,10,1962,1225000
233.2,8,1975,695500
156.1,8,1977,308000
182.1,7,1977,422500
96.6,7,1915,418000
162.6,7,1961,385000
201.6,9,1928,876650
152.3,8,2003,450000
195.1,7,1973,418800
81.8,7,1945,330000
180.2,8,1963,550000
231.3,7,1990,270000
191.4,9,1940,978500
252.7,10,1981,975000
202.5,7,1973,455000
334.5,11,1991,1415000
78.0,6,1951,220000
220.2,7,1970,490000
210.9,7,1978,420000
252.7,9,2003,408500
105.9,7,1915,716000
228.5,8,1938,965000
115.2,8,1968,357823
932.7,11,1940,7062500
155.1,7,1977,425000
206.2,7,1953,711777
91.0,7,1966,335000
175.6,8,1919,825000
102.2,6,1900,210000
257.3,8,1983,575000
394.8,10,2003,1208000
127.3,8,2005,431500
137.5,7,1959,475000
350.2,9,1916,1495000
266.6,7,1960,540000
354.9,9,1987,775000
142.1,7,1997,635000
382.8,12,1999,1300000
147.7,7,1976,405000
141.2,6,1951,210000
218.3,9,1923,880000
127.3,7,1955,239000
143.1,6,1944,515000
351.7,9,1978,1379900
139.4,7,1999,215000
162.6,5,1943,315000
167.2,7,1957,442500
109.6,8,1941,311000
77.1,6,1925,425000
143.1,6,1919,433500
149.6,8,1978,450000
184.9,8,1987,675000
192.3,8,1999,535000
163.5,7,1967,577000
161.7,7,1939,480000
181.2,6,1914,400000
118.9,6,1947,304000
135.6,7,1990,355000
350.2,10,1992,998000
223.9,8,1936,550000
223.9,8,1936,550000
130.1,6,1948,210000
195.1,9,1990,317000
498.0,9,1971,700000
92.9,7,1969,265000
292.6,9,2001,700000
388.3,10,1990,1020000
263.8,8,1972,1145000
196.0,8,1985,460000
154.2,7,1950,410000
200.7,7,1921,665000
224.8,9,1994,600000
178.4,7,1967,502000
214.6,7,1978,364950
216.5,7,1927,680000
217.4,8,1967,235500
240.6,8,2001,576000
131.0,8,2006,405000
264.8,8,1989,335000
67.8,6,1953,122000
136.6,7,1939,432000
216.5,8,1974,375000
228.5,8,1959,276000
193.2,8,1977,450000
92.0,6,1910,210000
134.7,7,2011,279000
124.5,7,1900,635000
253.6,9,1998,350000
105.9,6,1958,218000
181.2,7,1944,750000
185.8,7,1958,310597
83.6,5,1923,355000
314.9,9,2004,735000
66.9,6,1940,155000
87.3,7,1965,354000
164.4,7,1982,415000
54.8,7,1926,202000
183.9,7,1996,580000
285.2,10,1962,1495000
325.2,9,2004,790000
195.1,8,1999,499900
243.4,7,1952,525000
261.1,9,1989,810000
212.7,7,1947,425000
125.4,7,1993,241250
257.3,8,1961,318700
235.0,8,1917,720000
118.9,5,1941,291000
98.5,7,1983,420000
92.9,8,1975,210000
359.5,9,1991,645000
313.1,7,1907,762000
212.7,6,1936,247500
155.1,7,1990,282500
135.6,7,1961,395000
164.4,7,1960,295000
76.2,6,1954,235000
176.5,8,1948,770000
173.7,8,2006,559950
170.9,7,1942,639000
147.7,7,1967,314950
152.4,7,1946,525000
278.7,11,2001,2400000
200.7,8,1960,820000
231.3,8,1911,1385000
119.8,7,1950,521450
296.4,9,1988,760750
143.1,7,1923,759600
198.8,8,1966,346150
91.0,7,1926,390000
227.6,8,1973,359950
126.3,6,1924,430000
428.3,10,2000,960000
694.9,11,1953,800000
265.7,9,1999,1010000
168.2,7,1970,290000
208.1,8,1948,1350000
335.4,10,2003,777000
134.7,7,1921,526000
134.7,8,2007,550000
169.1,7,1958,276000
522.1,11,1916,2500000
193.2,7,1950,325000
165.4,8,2007,365000
403.2,8,1967,2150000
265.7,9,1925,825050
236.0,8,1959,690000
105.9,6,1958,390000
122.6,7,1995,385000
189.5,8,1987,619000
166.3,7,1983,494000
177.4,8,1955,412450
135.6,7,1928,580000
131.9,7,1957,269900
166.3,7,1928,704300
129.1,8,2005,267000
174.7,7,1976,310000
145.9,7,1908,227064
249.9,7,1943,925000
155.1,8,1992,245000
96.6,7,1969,339888
144.9,7,1968,439000
136.6,7,1940,400000
192.3,8,1955,560000
127.3,8,1941,703011
104.1,7,1926,363000
245.3,9,2001,650000
95.7,7,1972,299950
104.1,6,1942,228950
160.7,7,1956,465000
194.2,9,1983,725000
85.5,7,1977,212500
275.9,8,1983,526000
159.8,8,1993,383000
135.6,7,1988,244000
143.1,7,1930,565000
264.8,7,1959,373000
121.7,7,1962,300000
225.8,9,2001,405000
157.9,8,1954,979000
200.7,8,1978,324888
79.9,6,1929,445000
190.5,8,2006,761000
153.3,7,1972,435000
145.9,7,1991,252000
154.2,7,1957,350000
113.3,7,1955,875000
113.3,7,1955,940000
165.4,7,1964,280000
202.5,8,2004,450000
327.0,9,2004,905000
206.2,8,1998,382450
149.6,7,1967,246700
99.4,6,1956,220000
98.5,6,1913,555750
107.8,7,1962,262500
84.5,7,1949,515000
275.9,9,1998,499500
73.4,6,1942,135000
143.1,7,1948,462500
290.8,9,1956,937500
136.6,7,1941,458000
293.6,8,1933,845000
248.5,8,1984,660000
124.5,7,1987,265000
355.8,7,1938,599999
167.2,8,1987,280000
277.8,10,1974,1055000
345.6,9,1960,875000
85.5,6,1961,125000
304.7,7,2005,634800
133.8,7,1964,269950
180.2,8,1981,359950
147.7,8,1979,417000
124.5,8,2007,389000
350.2,11,1997,1038000
249.0,7,1967,698000
262.0,8,2008,685000
141.2,5,1932,198500
237.8,8,2012,350000
307.5,8,1919,649950
143.1,7,1968,441000
132.9,8,1964,462600
232.8,7,2006,365070
209.0,7,1956,550000
254.6,7,1945,470000
143.1,6,1977,340000
389.3,9,1965,910000
157.0,7,1979,405000
184.9,8,1932,661000
223.9,9,1993,635000
106.8,7,1948,282000
159.8,7,1956,235000
117.1,7,1981,277500
187.7,8,1978,346500
208.1,7,1959,480000
179.3,8,1996,360000
169.1,7,1994,245000
144.9,8,1995,625000
201.6,8,1911,750500
148.6,8,1977,525000
349.3,9,1998,740000
115.2,7,1957,523000
101.3,8,1929,292000
254.6,8,1961,625000
288.9,9,2002,700000
149.6,7,2007,399950
174.7,8,2007,545000
161.7,6,1954,339999
303.8,8,1909,1210000
184.9,8,2003,545000
182.1,8,1967,260000
156.1,7,1992,526000
270.3,9,2003,701000
139.4,7,1968,290000
53.9,7,1908,330600
236.0,7,1949,550500
88.3,7,1949,430000
657.8,12,2008,4000000
75.3,7,1928,260600
379.0,8,1961,825000
169.1,7,1956,378950
246.2,7,2000,435000
155.1,9,2015,631000
230.4,8,1986,415000
115.2,8,1967,222000
129.1,7,1987,245000
267.6,10,1985,720000
98.5,7,1960,215000
99.4,7,1924,579100
152.4,7,1943,522500
140.3,7,1972,489000
114.3,6,1925,240000
140.3,8,2007,420250
295.4,8,1967,523000
210.0,8,1958,628000
178.4,8,1990,320000
183.9,8,1999,359950
111.5,6,1958,232000
187.7,8,1961,810000
186.7,7,1921,245000
179.3,7,1984,273000
251.8,8,1959,1191000
181.2,7,1917,438000
196.0,8,1959,400000
116.1,7,1951,340000
128.2,9,2006,552000
190.5,8,1991,790000
167.2,8,1931,360000
121.7,7,1934,235000
93.8,7,1913,775000
171.9,7,1965,489200
162.6,8,1977,341000
200.1,8,2012,335000
114.3,8,2004,393500
182.1,6,1940,360000
99.4,6,1923,400800
134.7,7,1939,585000
341.9,9,1936,1600000
535.1,12,1994,2880500
113.3,7,1955,300000
274.1,7,1912,1045000
124.5,7,1999,360000
266.6,8,1926,665900
240.6,7,1911,470000
194.2,8,1963,581000
278.7,8,1979,527000
160.7,7,1955,423000
264.8,7,1926,875000
94.8,7,1951,410000
204.4,9,1997,606000
301.0,7,1997,654000
45.5,5,1959,150000
277.8,7,2003,373000
227.6,7,1900,550000
176.5,8,1990,512500
245.3,7,2003,360000
124.5,8,1997,369000
299.1,9,2003,825000
86.4,7,1978,255000
301.0,10,1946,1285000
244.3,8,1968,270000
160.7,8,1996,480680
197.0,8,1965,525000
81.8,6,1946,291500
167.2,7,1974,305000
148.6,7,1998,285000
304.7,11,1925,1875000
305.7,7,1968,329500
268.5,10,1984,1570000
160.7,7,1991,379260
147.7,7,2000,356000
158.9,7,1956,571900
185.3,7,1957,271500
120.8,7,1967,390000
252.7,8,1985,550000
126.3,8,1999,755000
147.7,8,1994,509500
111.5,7,1942,486700
108.7,7,1910,527500
186.7,6,1912,475000
174.7,7,2001,268000
301.9,8,1978,562000
210.9,9,1975,780000
341.9,7,1908,700000
174.7,8,1931,710000
97.5,7,1947,445000
209.0,9,2005,729000
156.9,8,2008,384400
265.7,8,1962,815000
251.8,10,1990,865000
164.4,7,1967,514000
262.0,8,1965,615000
315.9,8,1980,865000
288.9,9,2004,755000
137.5,7,1953,425000
87.3,6,1910,375000
249.0,8,2009,750000
296.4,9,2005,722000
178.4,9,1949,1011000
242.5,9,1996,725000
96.6,6,1947,170000
267.6,11,1982,845000
134.7,7,1991,271900
362.5,9,1977,1300000
228.5,8,1977,261500
201.6,9,2003,619500
183.0,7,1986,435000
92.9,7,1954,210000
146.8,7,1909,489950
197.9,7,1962,260000
127.3,7,1949,300000
199.7,8,1966,530000
127.3,8,1977,235000
127.3,8,1918,593500
305.7,8,1975,562000
296.4,9,1994,585000
384.6,10,1977,2400000
157.0,7,1986,199500
157.0,7,1914,544500
132.9,7,1962,394900
183.9,9,2009,912000
138.4,7,1990,260000
336.3,8,1964,858000
252.7,9,1963,1275000
138.4,7,1970,242150
114.3,7,1986,220000
176.5,7,1977,235000
142.1,7,1978,370000
212.7,8,1981,450000
208.1,8,1956,534950
322.4,9,2005,730000
283.4,8,1983,465000
102.2,7,1955,178000
149.6,7,1976,215000
177.4,8,1984,300000
140.3,7,1973,430000
118.9,6,1985,183000
177.4,8,2007,585000
108.7,6,1969,192950
144.0,7,1930,599000
98.5,7,1968,326500
96.6,7,1944,358803
144.0,7,1999,537000
231.3,9,1961,1155000
85.5,6,1950,156000
116.1,6,1939,219000
236.0,8,1922,1190000
203.5,8,1978,248000
124.5,7,1987,340000
223.9,8,1975,899100
170.0,7,1963,346950
171.9,6,1928,330000
131.0,7,1954,325000
135.6,8,1975,315000
139.4,9,2014,649950
105.0,6,1942,316000
150.5,8,2008,386000
216.5,7,1982,535000
141.2,7,2003,600000
263.8,8,2001,339000
141.2,7,1949,167000
161.7,8,1952,430000
371.6,9,2007,688000
258.3,9,1948,834500
325.2,9,1951,1075000
98.5,7,1960,250000
119.8,7,1926,402500
222.0,8,1978,432500
228.5,7,1972,485000
272.2,9,1978,560000
204.4,7,1990,410000
173.7,8,1980,455000
191.4,7,1975,459500
149.6,7,1968,371000
197.0,7,2002,289500
134.7,8,2007,395000
183.9,7,1923,496752
79.9,6,1943,227000
135.6,7,1985,330000
240.6,7,1958,480000
104.1,6,1976,290000
124.5,5,1945,281000
165.4,8,1926,705000
271.3,8,1909,1400000
262.0,7,1958,485000
144.0,8,2003,622000
148.6,8,1958,380000
296.4,10,1982,2125000
182.1,7,1939,561500
90.1,7,1972,242000
126.3,7,1966,348500
126.3,7,1966,370000
354.0,8,1977,752000
124.5,7,1985,230000
184.9,9,2012,715000
104.1,7,1968,240415
191.4,7,1922,562000
108.7,6,1917,360000
149.6,9,2014,659950
175.6,9,2012,458500
99.4,9,2008,259950
156.1,8,1989,366000
268.5,9,2014,978000
126.3,7,1947,525000
154.2,8,1907,926300
150.5,7,1951,750000
89.2,6,1942,660000
92.9,6,1947,305000
222.5,8,2003,800000
283.4,8,1966,600000
104.1,6,1972,435000
275.0,9,2007,1135000
116.1,8,2008,318000
180.2,7,1910,639000
162.6,8,1977,453000
199.7,7,1955,800000
139.4,7,1942,437000
300.1,7,1925,1150000
278.7,8,1985,490000
141.2,7,1967,499950
110.6,7,1968,160134
92.0,7,1953,191000
116.1,7,1965,221000
193.2,7,1960,352800
152.4,7,1988,350000
144.0,7,1918,458000
119.8,7,1960,359950
301.9,10,2004,1050000
117.1,6,1942,353000
263.8,10,2006,717550
182.1,8,1977,450000
70.6,5,1903,167500
208.1,8,1976,550000
208.1,9,1970,939000
169.1,8,1948,700000
313.1,9,2005,480000
107.8,8,1929,501000
152.4,8,1987,580000
76.2,5,1999,527550
260.1,9,2005,399000
165.4,6,1957,240000
204.4,7,1989,353000
137.5,6,1910,335000
186.7,7,2001,475000
267.6,7,1926,660000
87.3,6,1900,551000
150.5,7,1968,249950
408.8,11,1988,1150000
142.1,7,1955,575000
321.4,9,1974,1088890
268.5,7,2006,515000
183.9,7,1959,235000
183.9,8,1912,796000
134.7,7,1984,450000
397.6,11,1971,2050000
168.2,7,1994,270000
231.3,10,2000,1705000
149.6,7,1928,565000
169.1,7,1910,680000
854.7,13,2001,5570000
327.0,10,1992,864500
347.5,9,1951,1150000
199.7,7,1991,335000
327.6,10,1997,911000
99.4,7,1950,425000
131.0,7,1949,299950
296.4,10,1999,864000
118.0,7,1939,425000
183.0,7,1963,374950
152.4,8,1968,247000
148.6,8,1953,475000
280.6,7,2003,275000
125.4,6,1947,355000
173.7,7,1959,285000
253.6,9,1963,1338750
102.2,7,1980,325000
401.3,11,1997,1670000
250.8,7,1959,402000
343.7,10,2000,1100000
203.5,7,1959,375000
263.8,7,1960,396000
242.5,8,1987,320000
244.3,8,2001,610000
101.3,7,1966,249950
287.1,9,1999,675000
155.1,6,1919,448000
120.8,7,1900,819000
341.0,10,1983,1250000
157.9,8,1994,225000
237.8,8,2004,790000
257.3,8,1993,685000
301.0,9,2001,812000
213.7,8,2007,705000
230.7,8,2005,360000
70.6,8,2006,344000
189.5,9,1903,825000
111.5,7,1945,476500
89.2,7,1949,379500
223.9,8,1980,620000
210.0,8,2000,477590
177.4,7,1946,490000
139.4,7,1927,470000
126.3,8,2006,500000
122.6,7,1982,370000
180.2,7,1923,790000
246.2,8,1986,725000
282.4,9,1906,840000
115.2,7,1952,390000
205.3,7,1958,507000
143.1,6,1951,263500
122.6,8,2004,369000
282.4,9,2008,500000
84.5,7,1923,570000
189.5,8,1994,284000
91.0,7,1947,415000
91.0,6,1903,197500
410.6,9,1962,925000
145.9,7,1953,468000
148.6,6,1930,355000
170.0,7,1939,639000
262.0,11,1991,720000
167.2,6,1950,381000
406.9,11,1983,1050000
276.9,9,2005,670000
157.0,7,1942,400000
375.3,11,1987,910000
116.1,6,1931,294000
139.4,7,1968,315001
151.4,7,1959,360000
131.0,7,1902,520000
105.9,6,1944,474000
304.7,7,2004,702000
324.2,9,2001,728000
187.7,8,1993,308000
425.5,10,2004,2000000
210.9,8,1986,340000
121.7,6,1947,306500
131.9,7,1904,716000
276.9,10,1981,950000
388.3,7,2003,673200
181.2,7,1961,564500
166.3,8,1974,393000
130.1,5,1916,425000
122.6,7,1979,150000
150.5,8,1980,327000
289.9,9,1998,444900
195.1,8,1998,305000
127.3,8,2004,469000
141.2,8,1969,525000
223.9,7,1978,330000
117.1,7,1911,618000
262.9,8,1982,295500
191.8,7,1903,567035
245.3,8,1977,518000
94.8,7,1978,303000
204.4,7,1998,300000
131.9,7,1956,413107
125.4,6,1914,400000
119.8,7,1941,535000
156.1,7,1915,555000
211.8,8,2008,312000
170.9,8,1910,785200
189.5,7,1959,749000
138.4,7,1957,285000
226.7,7,2007,425000
179.3,8,1958,360000
111.5,7,1954,260000
144.0,7,1959,369000
202.5,8,1978,275000
132.9,8,2005,407000
114.3,8,1949,575000
155.1,8,1928,1236000
252.7,8,1936,875000
206.2,7,1961,320000
141.2,7,1954,810000
147.7,7,1984,274000
137.5,7,1959,239900
172.8,7,1953,450000
126.3,6,1960,263400
126.3,6,1954,265000
219.3,7,1960,418000
219.3,8,2003,390000
172.8,7,1909,430000
244.3,8,1987,1442500
118.9,7,1996,297000
216.5,8,1988,650000
66.9,6,1950,195000
314.0,9,1999,554000
339.1,7,1991,550000
152.4,7,1951,700000
160.7,5,1948,300000
95.7,6,1952,315000
166.3,7,1943,603000
78.0,7,1924,530000
120.8,7,1969,397500
115.2,6,1904,221000
201.6,7,1976,466000
123.6,7,1905,197500
129.1,7,2006,280000
115.2,6,1909,412000
81.8,7,1950,454000
236.0,8,1990,540000
234.1,7,1928,250000
233.2,9,1967,900000
187.7,7,1962,245000
191.4,7,1987,290000
86.4,6,1933,160000
250.8,8,1910,1260000
98.5,7,1939,325000
62.2,5,1947,185000
162.6,7,1916,477000
86.4,6,1942,100000
224.8,8,1985,345000
223.9,7,1965,530000
106.8,6,1953,203000
230.4,7,2004,599000
121.7,7,1940,370000
115.2,6,1954,140000
106.8,8,1911,500000
135.6,7,1929,527200
284.3,8,1979,549900
327.0,9,2006,760000
89.2,7,1951,319000
225.8,8,1997,362300
179.3,7,1973,421000
101.3,7,1945,690000
259.2,8,1953,640000
153.3,7,1978,238000
347.5,10,1991,789000
493.3,10,1967,1050000
157.0,7,2008,302500
130.1,7,1963,259950
133.8,7,1975,456000
126.3,7,1987,369950
160.4,7,1982,363750
206.2,8,1989,585000
171.9,7,1986,268000
265.7,8,1910,1200000
104.1,6,1905,345000
217.4,9,1993,539000
349.3,9,1984,851000
178.4,10,1997,900000
300.1,8,1945,850000
117.1,7,1966,390000
143.1,7,1955,345000
157.9,8,2005,534500
334.5,7,1971,643500
292.6,8,1925,1206500
118.9,7,1929,495000
91.0,7,1950,535000
203.5,7,2004,435000
229.5,7,2009,305000
240.6,9,2001,799000
239.7,9,1999,700000
118.0,8,2005,467000
116.1,6,1959,263000
432.9,9,2003,760000
187.6,8,2008,293000
138.4,7,1989,245000
144.9,7,1949,181000
95.7,7,1962,240000
237.8,8,1975,880000
135.6,7,1995,285000
71.5,7,1950,407500
182.1,7,2004,325000
176.5,7,1978,405000
183.0,6,1927,291700
231.3,8,1995,370000
132.9,6,1953,270000
249.0,8,1952,800000
149.6,7,1928,626500
399.5,11,1987,1130000
297.3,7,2003,399950
198.8,7,1958,419000
393.9,10,1989,1160000
316.8,10,2008,1405000
194.2,7,1967,710000
131.0,6,1942,650000
262.0,9,1984,369900
257.3,9,1997,641000
130.1,7,1951,403000
336.3,10,2005,1015000
210.0,8,1974,865000
