wohnflaeche_qm,preis_usd
300.1,850000
117.1,390000
143.1,345000
157.9,534500
334.5,643500
292.6,1206500
118.9,495000
91.0,535000
203.5,435000
229.5,305000
240.6,799000
239.7,700000
118.0,467000
116.1,263000
432.9,760000
187.6,293000
138.4,245000
144.9,181000
95.7,240000
237.8,880000
135.6,285000
71.5,407500
182.1,325000
176.5,405000
183.0,291700
231.3,370000
132.9,270000
249.0,800000
149.6,626500
399.5,1130000
297.3,399950
198.8,419000
393.9,1160000
316.8,1405000
194.2,710000
131.0,650000
262.0,369900
257.3,641000
130.1,403000
336.3,1015000
210.0,865000
319.6,2485000
199.7,810000
116.7,316750
206.2,652500
264.8,360000
65.0,208000
343.7,898000
130.1,295000
290.8,652500
201.6,560000
94.8,280000
163.5,289950
172.8,397500
105.9,380000
155.1,415900
158.9,475000
46.5,125000
136.6,238000
127.3,296000
322.4,475000
153.3,390000
109.6,425000
288.9,725000
193.2,605000
148.6,302000
221.1,886000
151.4,540000
177.4,435000
291.7,409000
116.1,405000
184.9,560200
196.0,324000
231.3,390000
74.3,414000
219.3,441500
164.4,375000
251.8,668500
180.2,540000
320.5,1035000
319.6,1345000
223.9,758000
212.7,949880
95.7,570000
212.7,736000
138.4,670000
220.2,1130000
179.3,650000
148.6,690000
208.1,610000
71.5,413500
213.7,765000
315.9,828200
83.6,205000
134.7,465000
208.1,556000
165.4,540000
215.5,423000
147.7,375000
92.0,173250
242.0,599900
266.6,646000
481.2,1075000
202.5,558000
79.0,354000
376.3,1195000
209.0,670000
288.0,1125000
162.3,267500
223.9,299800
192.3,430000
172.8,775000
88.3,333000
98.5,336000
81.8,323000
236.9,575000
144.0,328000
147.7,572500
153.3,600000
225.8,412000
168.2,827500
268.5,300000
118.9,415000
316.8,750000
206.2,800000
98.5,420000
104.1,266000
249.0,499000
164.4,440000
274.1,495000
117.1,630000
132.9,424000
253.6,760000
303.8,650000
159.8,248500
118.0,379600
302.9,538000
190.5,530000
190.5,545000
332.6,925000
182.1,565000
78.0,405100
120.8,502000
117.1,425000
153.3,233500
158.9,287000
109.6,190000
258.3,666000
88.3,330000
336.3,1490000
198.8,393000
178.4,353000
69.7,260000
191.4,680000
221.1,921000
69.7,319000
107.8,280000
97.5,220000
161.7,219000
190.5,528000
183.9,405000
157.0,372977
215.5,934550
230.4,1465000
212.7,975000
295.4,800866
322.4,950000
143.1,624000
260.1,1850000
97.5,310000
137.5,315000
93.8,675000
154.2,490000
256.4,600000
96.6,154000
206.2,480000
118.0,196900
275.0,735000
123.6,205500
112.4,357186
197.0,275000
194.2,248500
249.0,350000
166.3,390000
181.2,390000
347.5,660000
105.9,310000
230.4,717000
239.7,260000
212.7,745000
215.5,470000
235.0,429000
130.1,220000
191.4,497000
152.4,716100
182.1,371000
278.7,379000
122.6,937500
163.5,720000
197.9,616000
129.1,259000
130.1,538000
300.1,605000
103.1,369950
155.1,310000
143.1,227500
194.2,274000
131.0,410000
127.3,354800
177.4,650000
155.9,353000
89.2,224975
193.2,600000
166.3,437500
236.0,567000
166.3,225000
87.3,255000
632.7,2479000
83.6,370000
176.5,675000
133.8,285000
192.3,310000
208.1,475000
308.4,410000
181.2,895000
115.2,375000
170.0,349000
161.7,650500
131.0,760000
190.5,480000
299.1,689000
182.1,415000
99.4,195000
262.0,318000
377.2,404000
74.3,339950
117.1,215000
224.8,339900
75.3,285000
148.6,550000
125.4,430000
90.1,219000
165.4,555000
125.4,233000
170.9,248000
236.9,454000
157.9,950000
225.8,359000
254.6,407500
144.9,224000
96.6,210000
169.1,261000
170.3,719000
200.7,440000
195.1,525000
127.3,375000
131.4,428000
382.3,988830
144.0,199950
195.1,840000
107.8,285000
334.2,330000
114.3,147500
203.5,320000
96.6,382500
435.7,2048000
210.9,596000
181.2,220000
174.7,325000
264.8,679950
107.8,175000
127.3,268000
302.9,715000
294.5,600000
36.2,228000
320.5,950000
138.4,475000
135.6,700000
120.8,275000
120.8,369500
143.1,215000
197.9,593450
125.4,498800
227.6,849000
180.2,1151250
268.5,825000
156.1,265000
182.1,285000
147.7,240000
129.1,261000
226.7,330000
171.9,250000
260.1,350000
351.2,930000
177.4,275000
228.5,325000
75.3,255000
176.5,562200
324.2,952000
204.4,365000
110.6,332900
189.5,721000
223.0,487275
155.1,310000
92.0,245000
271.3,325000
170.9,550000
84.5,350000
274.1,599000
115.2,259950
183.9,240000
111.5,186000
118.9,395000
292.6,475000
325.2,815000
156.1,572000
126.3,419500
196.0,298700
189.0,549000
176.5,278000
221.1,455000
376.3,925000
104.1,465000
264.8,620000
219.3,499900
236.0,620000
107.8,450000
251.8,690000
289.9,1895000
289.9,1940000
173.7,832500
93.8,245000
276.9,820000
224.8,369000
355.8,1050000
282.4,653000
135.6,220650
180.2,300000
351.2,970000
181.2,360000
227.6,672500
160.7,268000
157.0,440000
236.9,1400000
212.7,590000
251.8,359000
174.7,266500
272.2,635000
288.9,559000
323.3,895000
103.1,625000
226.7,650000
211.8,312500
83.6,225000
183.9,425000
312.2,329999
217.4,572000
288.9,386500
91.0,452000
137.5,278000
167.2,474900
197.9,450000
118.0,611000
106.8,214100
170.9,317000
295.4,1000000
140.3,1000000
285.2,525000
167.2,436000
143.1,450000
216.5,588500
130.1,340000
264.4,482000
541.6,1575000
314.0,749000
133.8,330000
161.7,568000
136.6,239000
261.1,528000
194.2,385000
381.8,825000
300.1,815000
241.6,625000
192.3,690000
154.2,210000
147.7,599000
172.8,860000
131.9,147200
115.2,476900
232.3,450000
245.3,570000
133.8,567500
281.5,790000
169.1,875000
206.2,490000
225.8,335000
155.1,550000
109.6,385000
150.5,395000
95.7,650000
269.4,637000
317.7,692500
158.9,322400
146.8,233500
114.3,400000
204.4,547000
238.8,519000
308.4,1025000
101.3,365000
275.9,699000
183.0,525000
299.1,430000
148.6,325000
62.2,279000
219.3,805000
199.7,419950
57.6,425000
160.7,446000
232.3,455000
92.0,226550
131.9,764000
201.6,439950
174.7,453000
120.8,219950
219.3,702500
165.4,285000
200.7,798750
88.3,320000
156.1,425000
212.7,540000
384.6,1060000
364.2,1165000
139.4,576000
159.8,525000
245.4,324950
458.0,600000
228.5,464000
185.3,266000
279.6,775000
118.0,415000
286.1,550000
155.1,235000
136.6,280000
160.7,459000
99.4,195000
154.2,235000
223.9,711800
96.6,440000
90.1,515000
270.3,1200000
217.4,560000
174.7,340000
103.1,600000
259.2,764000
147.7,337000
529.5,1385000
111.5,249000
297.3,350000
140.3,269950
174.7,735000
285.2,1295000
196.0,475000
218.3,339000
303.8,600000
206.2,397500
556.5,1525000
163.5,460000
204.4,370000
144.0,250000
471.0,1100000
96.6,430000
237.8,1085000
171.9,670000
194.2,461550
186.7,479990
233.9,643000
261.1,607000
241.5,625000
191.4,731100
271.3,859000
197.9,435000
212.7,465000
114.3,740000
187.7,740000
132.9,250000
210.9,656000
177.4,300000
165.4,643000
249.9,311000
123.6,360000
284.3,475000
163.5,469950
145.9,240000
89.2,232000
156.1,350000
133.8,803000
182.1,355000
166.3,475000
237.8,823000
93.8,395000
237.8,499000
111.5,420000
363.3,961500
210.0,833000
196.0,479000
310.3,1150000
130.1,267000
163.5,555000
186.7,490000
213.7,619000
233.2,569950
124.5,549000
144.9,422500
311.2,400000
344.7,692500
225.8,310000
225.8,499900
195.1,492000
174.7,460000
151.4,800000
152.4,832600
214.6,470000
179.3,542000
441.3,1309500
213.7,308130
97.5,310000
139.4,235000
106.8,215000
178.4,210000
340.0,730000
159.8,245000
195.1,540000
223.0,299000
236.0,510000
193.2,198000
315.9,950000
204.4,300000
198.8,528000
357.7,507000
396.7,770000
124.5,255000
102.2,220000
266.6,690700
122.6,447000
199.7,755000
229.5,700000
177.4,250000
197.9,320000
208.1,565000
167.2,754300
200.7,650000
291.7,529888
178.4,432000
97.5,235000
343.3,994900
363.3,489000
279.6,800000
127.3,370000
193.2,436000
209.0,395000
197.0,377691
206.2,370000
133.8,515000
84.5,169000
118.0,475000
230.4,420000
244.3,1297000
223.9,822000
272.2,1500000
145.9,485000
176.5,270000
240.6,300000
354.0,878000
212.7,590000
113.3,611900
102.2,240000
261.1,395000
82.7,169000
118.9,200500
215.5,308000
159.8,290256
142.1,279950
146.8,195000
126.3,630000
249.0,1160000
152.4,478000
234.1,835000
130.1,639000
213.7,623000
176.5,220000
185.8,526000
83.6,243500
276.9,750000
171.9,329000
145.9,525000
62.2,190000
247.1,772650
196.0,355000
183.0,650000
112.4,678500
248.1,669950
278.7,850000
204.4,572000
143.1,492450
193.2,813000
165.4,710000
182.1,792500
157.0,285900
193.2,389000
192.3,675000
70.6,352000
373.5,1050000
336.3,768500
216.5,500000
135.6,685000
209.0,648475
264.8,655000
245.3,895000
121.7,195000
252.7,368000
318.7,997000
184.9,335000
108.7,250000
129.1,278500
143.1,260000
70.6,162500
118.9,239000
277.8,600000
164.4,350000
355.8,852500
266.6,485000
141.2,299000
61.3,227450
167.2,383000
331.7,835000
283.4,760000
76.2,532500
335.4,635000
138.4,438500
144.9,545500
154.2,675000
109.6,450000
89.2,199999
151.4,375000
210.0,600000
141.2,292600
283.4,1038000
92.9,610000
246.2,397450
162.6,382000
164.4,370000
164.4,520000
71.5,260000
313.1,890000
197.9,344000
97.5,205000
260.4,379000
193.2,424240
193.2,589950
197.0,582000
236.9,349000
119.8,658000
166.3,294000
252.7,690000
96.6,600000
78.0,199990
153.3,220000
193.2,440000
143.1,439990
360.5,815000
172.8,535000
118.9,215000
297.3,605000
204.4,349900
145.9,495000
192.7,515100
227.6,620000
234.1,657500
203.5,250000
203.5,385000
215.5,307000
127.3,288000
160.7,226450
152.4,390000
120.8,350000
144.9,368000
104.1,469000
248.1,865000
354.0,515000
133.8,410000
111.5,210000
141.2,460000
232.3,241500
186.7,322200
112.4,279000
102.2,303000
97.5,420000
197.0,249000
115.2,294950
321.4,1315000
118.0,335000
276.9,1155000
116.1,520000
161.7,560000
160.7,243400
115.2,405000
155.1,495000
198.8,350000
235.0,368500
89.2,99000
383.7,1070000
158.9,430000
138.4,412500
441.3,1122500
315.9,915000
205.3,535000
153.3,390000
117.1,499000
182.1,375000
167.2,349000
180.2,635000
262.0,682000
262.0,321027
66.9,150000
152.4,410000
144.9,449950
144.9,194990
177.4,475000
145.9,530000
189.3,319950
159.8,210000
155.1,485000
262.9,774000
157.0,478000
150.5,385000
219.3,595000
137.5,285000
250.8,723000
165.4,279000
132.9,195000
200.7,625000
167.2,270000
179.3,559000
182.1,474000
178.4,303500
136.6,350000
276.9,367500
276.9,595000
219.3,589000
166.3,585000
197.9,482975
188.6,365500
166.3,570000
210.0,335000
218.3,767500
157.0,386591
122.6,279000
249.9,620000
261.1,407000
211.8,364250
266.6,399000
281.5,766950
273.1,710000
110.6,320000
167.2,300000
146.8,263000
160.7,445000
177.4,554000
92.9,335000
234.1,307000
131.9,404000
286.1,775000
98.5,220000
200.7,518000
377.2,1600000
180.2,315000
209.0,572650
150.5,350000
85.5,285000
127.3,231000
85.5,179000
126.3,244000
151.4,185850
335.4,610000
279.6,419000
215.5,779000
305.7,695000
189.5,319900
178.4,329000
197.0,475226
201.6,638000
123.6,440000
146.8,214000
332.6,600000
239.7,935000
179.3,630000
197.0,575000
184.9,345000
121.7,323000
248.1,425000
177.4,411000
142.1,299800
271.3,823000
93.8,200000
227.6,760000
169.1,359950
194.2,375000
204.4,295000
209.0,250000
134.7,497000
211.8,520000
252.7,365000
209.0,459900
101.3,158000
183.0,294700
258.3,439950
212.7,899000
216.5,535000
377.2,530000
136.6,215000
150.5,290000
299.1,798000
303.8,785000
200.7,433000
106.8,425000
208.1,654000
118.9,215000
78.0,232000
156.1,675000
216.5,665000
281.5,835000
267.6,525000
270.3,780000
287.1,844000
252.7,680000
121.7,290000
166.3,560000
262.9,605500
292.6,762500
365.1,1740000
263.8,665000
230.4,540000
179.3,375000
117.1,342000
62.2,340000
365.1,1250000
293.6,693000
164.4,638500
208.1,805000
92.0,250000
146.8,325000
144.9,270000
245.3,880000
197.0,300000
111.5,290000
468.2,2850000
135.6,259950
454.3,1780000
146.8,299950
195.1,483000
191.4,890000
157.0,719000
313.1,785000
216.5,660000
169.1,264000
175.6,575000
354.9,1215000
257.3,475000
280.6,845800
108.7,352500
118.0,347000
181.2,560000
207.2,323000
206.2,595000
191.4,257500
102.2,450000
105.9,410000
183.9,810000
230.4,372500
97.5,325000
117.1,280000
156.1,258000
126.3,329950
227.6,836000
210.0,365000
98.5,111300
345.6,864000
149.6,725000
311.2,550000
73.4,130000
154.2,765000
131.9,255000
190.5,439500
116.1,268000
157.9,985000
247.1,751305
125.4,280000
168.2,304000
205.3,200000
197.0,325000
229.5,736000
250.8,426500
163.5,640000
179.3,230000
156.1,366350
129.1,365000
208.1,482000
183.9,345000
170.0,682000
91.0,657500
329.8,895000
154.2,425000
231.3,532500
216.4,540000
166.3,578000
262.9,1086000
107.8,322500
92.9,140000
236.0,485000
162.6,575000
268.5,421000
173.7,355000
204.4,515000
120.8,309000
316.8,815000
107.8,285000
195.1,700000
138.4,289000
304.7,458000
134.7,230000
179.3,432500
154.2,288000
117.1,354000
108.7,119500
311.2,805000
131.9,435000
201.6,260000
167.2,377000
185.8,602000
154.2,530000
143.1,525000
107.8,250000
157.9,681000
146.8,625000
193.2,448500
95.7,260000
164.4,538000
143.1,385500
246.2,428400
249.9,346290
205.3,587000
222.0,355000
239.7,650000
200.7,340000
207.2,565000
185.8,630000
118.9,227000
261.1,600000
156.1,540400
199.7,569000
262.0,735000
162.6,434000
98.5,578888
225.8,465425
247.1,280500
155.1,539950
128.2,406430
386.5,1150000
166.3,250000
180.2,266000
129.1,258000
204.4,472000
117.4,530000
101.7,302282
79.0,370000
163.5,625000
64.1,142500
130.1,334000
168.2,362000
121.7,181000
130.1,241500
218.3,245000
106.8,227500
158.9,158550
154.2,450000
181.2,485000
165.4,353000
227.6,500000
191.4,360000
143.1,357500
153.3,272000
107.8,422000
133.8,365000
199.7,450000
98.5,275053
243.4,1880000
151.4,725000
170.9,235000
76.2,510000
76.2,489950
186.7,463000
184.9,536000
277.8,375000
236.0,630000
152.4,362000
232.3,350000
373.5,1691000
139.4,255000
148.1,269000
197.9,370000
105.0,270000
157.0,265000
133.8,487000
303.8,835000
404.1,850000
149.6,575000
88.3,335000
93.8,318000
131.9,510000
111.5,242500
187.7,750000
314.9,439900
157.9,710000
316.8,2400000
188.6,435000
265.7,874000
157.0,385000
70.6,110000
165.4,477000
144.0,500000
380.0,885000
81.8,235000
122.6,210000
88.3,320000
129.1,406000
176.5,350000
129.3,350000
310.3,720000
255.5,604700
130.1,343000
206.2,558000
112.4,364000
222.0,420000
173.7,450000
87.3,392000
104.1,100000
116.1,480000
98.5,212000
223.9,560000
264.2,359950
204.4,535000
321.4,980000
146.8,720000
141.2,619950
210.0,489000
167.2,415000
246.2,672500
92.9,352500
213.7,258750
100.3,350000
83.8,152000
67.8,378500
241.5,1017000
145.9,419000
267.2,895000
212.7,668500
136.6,487000
243.4,538000
249.0,898000
187.7,315000
195.1,800000
140.3,516130
264.8,1600000
397.6,1200000
300.8,355425
254.6,1157400
187.7,689000
141.2,500000
358.6,430000
148.6,299500
194.2,349950
373.5,1419000
270.3,998000
83.6,329000
159.8,575000
281.5,529900
281.5,1470000
203.5,725000
156.1,286000
112.4,335000
104.1,395300
295.4,510000
85.5,203000
65.0,248000
236.0,265000
195.1,1000000
143.1,1000000
131.9,241400
134.7,309950
144.0,294010
178.4,345000
178.4,625000
233.2,660000
154.2,559000
370.7,866000
218.3,770000
125.4,259950
276.9,352000
593.7,2466350
147.7,395000
130.1,276500
174.7,530000
325.2,798000
127.3,380000
261.1,350000
206.2,325000
196.0,336000
159.8,286900
165.4,472000
131.0,263000
196.0,565000
250.8,765000
242.5,1517000
154.2,405000
424.6,1098000
349.3,555000
149.6,305000
161.7,289950
327.9,487500
78.0,96500
78.0,185000
136.6,150550
229.5,339000
206.2,675000
159.8,615000
250.8,837500
88.3,250000
166.3,583000
149.6,499000
212.7,550000
201.6,400000
195.1,990400
215.5,600000
104.1,325000
142.1,265000
324.2,1620500
109.6,347500
190.5,629000
219.3,1087500
238.8,397500
118.0,404500
116.1,225000
233.2,267000
249.9,800000
269.4,339000
355.8,1850000
118.9,525000
404.1,1150000
127.3,565000
114.3,387000
226.7,720000
409.7,1500000
84.5,235000
84.5,365000
199.7,368250
199.7,580000
296.4,1100000
197.9,215000
254.6,648000
292.6,705000
134.7,465000
223.0,650000
211.8,335000
214.6,640000
228.5,638250
390.2,1460000
150.5,375000
201.6,842000
267.6,499950
304.7,810000
269.4,310000
200.7,730000
209.0,637800
124.5,225000
129.1,417500
148.6,265000
190.5,550000
238.8,625700
247.1,595000
143.1,270000
245.3,739375
112.4,357562
349.3,1010000
125.4,455000
241.5,310000
362.3,415000
124.5,452000
163.5,810000
170.9,730001
276.9,825000
160.7,665000
153.3,327500
313.1,699950
204.4,424000
202.5,657000
138.4,445000
142.1,450000
109.6,350000
193.2,460000
297.3,385000
174.7,272000
233.2,535000
98.5,216500
197.9,325000
122.6,420200
96.6,258000
106.8,450000
197.0,720168
197.9,652000
217.4,569500
209.0,411000
175.6,524950
105.9,153000
258.3,775000
222.0,338500
222.0,570000
249.0,653000
144.9,435000
105.0,207000
104.1,540000
190.5,386000
241.5,265000
97.5,250000
241.5,1697000
261.2,455000
377.2,1795000
210.0,759000
411.6,970000
55.7,280000
225.8,690000
317.7,789900
109.6,447500
186.7,440000
114.3,278000
255.5,980000
120.8,245000
106.8,287000
206.2,435000
190.5,585000
157.9,616000
149.6,203000
252.7,860000
203.5,833000
253.6,565000
231.3,572500
140.3,254000
438.5,1525000
354.0,900000
181.2,899000
120.8,560000
149.6,512500
189.5,775000
65.0,200000
90.1,172000
84.5,219900
98.5,641200
202.5,473000
190.5,540000
69.7,295000
74.3,370000
322.4,1727000
129.1,275000
83.6,89000
97.5,175000
223.9,490000
109.6,342400
105.9,345000
65.0,399000
191.4,550000
207.2,652450
181.2,438000
195.1,605000
197.9,395000
174.7,449950
214.6,651100
81.8,241000
506.3,3418800
119.8,268500
93.8,200000
157.0,400375
125.4,429000
63.2,230000
265.7,1200000
56.7,314200
247.1,513000
129.1,535000
212.7,420000
196.0,345950
111.5,483500
219.3,695000
218.3,295000
147.7,434975
168.2,513000
176.5,360000
116.1,234900
304.7,963000
80.8,595000
331.7,942500
351.2,1029000
110.6,350000
211.8,416500
95.7,209900
266.6,802000
141.2,230000
343.7,489000
208.1,497000
178.4,250000
237.8,925000
170.9,390000
193.2,415000
148.6,785000
201.4,575000
79.9,170000
195.1,750000
105.9,230000
287.1,855000
123.6,235000
126.3,335000
317.7,1195000
202.5,677000
167.2,575000
104.1,450000
276.9,817250
241.5,440000
144.0,526000
309.4,762500
204.4,325000
356.7,840000
78.0,377500
118.0,212500
301.0,749400
230.4,663000
415.3,1476000
165.4,261000
171.9,515000
204.4,410000
256.4,336000
101.3,440000
287.1,908950
76.2,554000
134.2,387000
168.2,268643
150.5,514000
98.5,420000
97.5,199000
93.8,225000
190.5,320000
90.1,204995
143.1,376000
278.7,705000
296.4,725995
173.7,285000
204.4,285000
285.2,731000
346.5,1564350
226.7,510000
92.0,620000
386.5,1110000
341.0,796000
84.5,255000
180.2,807000
165.4,315000
204.4,637000
595.5,2725000
192.3,490000
189.5,253000
215.5,325900
133.8,425000
157.9,215000
157.9,315000
190.5,724800
74.3,295000
167.2,509007
135.6,306000
119.8,205000
176.5,275000
137.5,685000
194.2,465000
181.2,560000
116.1,458500
92.0,354000
254.6,441000
117.1,194000
199.7,316500
162.6,524950
267.6,1052000
240.6,925000
225.8,780000
136.6,241000
187.7,519000
56.7,286000
278.7,400000
85.5,255000
99.4,152000
316.8,599000
169.1,330000
98.5,461000
285.2,620000
213.7,352500
149.6,435000
262.9,725000
90.1,300000
156.1,252000
189.5,464625
134.7,340000
266.6,1325000
173.7,455000
231.3,495000
311.2,925000
296.4,587000
144.9,524000
255.5,1030000
85.5,176000
105.9,249900
234.1,499500
292.6,600000
189.5,294000
165.4,272000
208.1,390000
303.8,700000
288.9,635000
171.9,920000
145.9,500000
69.7,263500
208.1,975000
173.7,575000
249.3,822000
138.4,300000
217.4,487600
157.9,500000
134.7,680000
307.5,419000
141.2,450000
117.1,650000
170.9,550000
162.6,330000
134.7,282510
588.1,2385000
117.1,230000
195.1,750000
225.8,321000
394.8,2196000
170.0,245000
121.7,510000
287.1,751000
237.8,675000
179.3,295000
135.6,312000
321.4,730000
305.7,762500
76.2,150000
137.5,270000
131.9,400000
259.2,650000
129.1,530000
88.3,248000
278.7,760000
118.9,199000
80.8,240000
126.3,415000
92.9,228000
254.6,525000
144.9,399950
240.6,781000
171.9,827000
232.3,525000
304.7,671300
62.2,175000
268.5,1100000
278.7,800000
178.4,329950
182.1,445000
185.8,237000
334.5,1112500
254.6,438900
339.1,1280000
214.6,600000
194.6,670000
144.9,519000
174.7,320000
78.0,270000
253.6,1000000
79.9,330000
215.5,657500
143.1,450000
82.7,150000
398.6,792500
181.2,540000
93.8,229900
262.9,533000
139.4,239000
313.1,713900
293.6,427500
103.1,302000
355.8,1150000
293.6,555000
195.1,495000
208.1,495000
98.5,340000
218.3,464950
180.2,320000
107.8,440000
170.9,686000
210.0,555000
78.0,361500
262.9,1240000
148.6,154950
127.3,247200
182.1,250000
136.6,590300
254.6,541125
101.3,310000
228.5,704111
169.1,277500
182.1,325000
163.5,289200
66.9,185000
322.4,1445000
127.3,420550
220.2,603000
129.1,345000
170.9,650000
259.2,589950
135.6,309950
243.4,775000
207.2,590000
301.9,863500
110.6,517500
194.2,700000
239.7,699000
195.1,350000
293.6,795000
194.2,543000
145.9,325000
94.8,337500
120.8,425000
196.0,780000
112.4,259000
184.9,524400
151.4,260000
128.6,273000
314.0,639900
230.4,420000
118.0,510500
93.8,290000
138.4,226000
76.2,300000
168.2,407450
284.3,390000
276.9,1058800
319.6,610000
169.1,239975
215.5,375000
243.4,742500
203.5,450000
165.4,300000
204.4,216600
148.6,525000
227.6,455000
249.0,390000
171.9,450000
161.7,382000
138.4,287000
182.1,460000
128.2,435000
140.3,575000
131.0,626700
133.8,352000
85.5,650000
101.3,197000
259.2,340000
170.9,560000
124.5,354000
238.8,670000
279.6,769000
200.7,650000
198.8,650000
194.2,289950
168.2,300000
163.5,471000
232.3,639000
86.4,287000
281.5,740000
135.6,499922
273.1,675000
312.2,738515
196.0,445000
254.6,1039000
99.4,346000
156.1,450000
210.0,350000
544.4,2400000
221.1,594950
308.4,1695000
97.5,219000
192.3,450000
166.3,402000
78.0,275000
92.0,421500
382.8,560000
150.5,314000
124.5,287000
139.4,277000
120.8,337500
288.0,792000
314.0,435000
247.1,313100
157.9,575000
170.9,510000
82.7,299950
260.1,1028000
186.7,364000
128.2,335000
112.4,219950
118.9,215000
380.0,640000
146.8,535000
177.4,253000
161.7,650000
105.0,672000
183.0,606000
165.4,292000
155.1,289950
126.3,257500
170.9,380000
116.6,360000
170.9,269500
275.0,449000
132.9,375000
556.5,2200000
323.3,810000
395.8,994000
169.1,275000
119.8,300000
197.9,380000
108.7,200000
160.7,635000
81.8,280000
221.1,574000
123.6,1050000
165.4,545000
113.3,271950
231.3,630000
109.6,400000
214.6,334000
133.8,332500
150.5,525000
243.4,408000
344.7,846450
96.6,411100
308.4,409124
74.3,335950
189.5,480000
182.1,280000
248.1,668000
272.2,750000
77.1,394475
212.7,848000
233.2,675000
118.9,175000
168.2,560000
193.2,538888
156.1,359000
154.2,300000
153.3,273000
131.9,670000
208.1,530000
114.3,625000
117.1,248000
191.4,533000
287.1,549950
299.1,485000
187.7,353500
177.4,435000
106.8,241000
253.6,885000
268.5,799200
211.8,760000
96.6,270000
226.7,675000
159.8,499000
318.7,1202500
238.8,320000
405.1,890000
191.4,275000
280.6,490000
217.4,550000
223.0,390000
149.6,277000
101.3,236000
136.6,265953
155.1,545000
171.9,535000
366.0,1450000
216.5,490000
187.7,319950
120.8,625000
109.6,248000
122.6,475000
234.1,410000
156.1,670000
185.8,430000
109.6,313000
309.4,950000
174.7,751750
277.8,760000
140.3,310650
288.9,367500
199.7,580000
176.5,580000
252.7,665000
144.9,239950
184.9,470000
161.7,733000
197.9,250000
140.3,402000
195.1,295000
217.8,355000
183.0,289000
136.6,376000
87.3,212700
165.4,325000
207.2,415000
331.7,935000
178.4,372000
119.8,240000
174.7,334950
275.0,426500
170.9,430000
175.6,400000
169.1,455850
406.0,1965220
142.1,400000
95.7,397500
185.8,755000
160.7,287000
336.3,480000
189.5,490000
245.3,365000
148.6,260000
137.5,505000
65.0,260000
65.0,430000
327.0,905000
153.3,440000
126.3,439500
125.4,270000
183.0,306500
136.6,380000
149.6,215000
75.3,299900
262.0,1450000
176.5,239950
170.0,494000
160.7,317500
196.0,670000
284.3,650000
243.4,852000
101.1,250000
130.1,264950
143.1,582500
143.1,384000
214.6,817000
160.7,320000
192.3,445800
83.6,263300
79.9,215000
276.9,842500
276.9,850000
254.6,386000
166.3,251100
162.6,435000
335.4,870000
132.9,800000
145.9,555000
211.8,280000
87.3,356000
271.3,675000
210.0,605000
185.8,690500
133.8,437000
214.6,850000
213.7,350000
138.4,480000
170.0,379500
412.5,600000
461.7,1436000
92.9,303000
458.9,800000
183.9,549000
144.9,324950
80.8,170000
78.0,178000
116.1,144000
289.9,1580000
69.7,258000
66.0,345000
212.7,470000
348.4,2903000
91.0,350000
147.7,225500
87.3,473000
162.6,279000
135.6,470000
143.1,565000
237.8,695000
154.2,315000
174.7,529000
325.2,750000
170.9,481500
98.5,211000
166.3,455000
75.3,238950
241.5,722500
300.1,795000
208.1,327500
315.9,585000
291.7,775000
258.3,645000
215.5,445000
127.3,257950
207.2,375000
149.6,245000
316.8,725000
261.1,702000
171.9,330000
166.3,940000
106.8,354500
224.8,279950
146.8,284000
163.5,480000
163.5,647500
255.5,625000
85.5,152000
89.2,322000
104.1,445000
144.9,595000
128.2,165000
180.2,278500
168.2,517500
102.2,343566
183.9,286285
124.5,474905
156.1,550000
191.4,286000
243.4,900000
149.6,449950
138.4,259000
176.5,340000
319.6,785000
170.9,490000
216.5,344950
209.0,950000
185.8,810000
279.6,998160
156.1,377000
142.1,595000
90.1,313300
144.0,360000
154.2,188000
341.9,755000
298.2,1289000
137.5,455000
334.5,817500
157.9,550000
156.1,260000
144.0,320000
351.2,1153000
219.3,362000
168.2,503500
212.7,653000
313.1,760000
194.2,775000
197.9,1339000
191.4,417500
144.9,525000
67.8,217000
270.3,525000
231.3,442500
158.9,525000
141.2,425500
272.2,710000
293.6,545000
270.3,410000
157.9,245000
75.3,194900
185.8,284000
176.0,280000
193.2,280000
160.7,360000
66.9,405000
330.7,865000
112.4,483300
197.9,355000
145.9,274950
367.0,1925000
320.5,755000
670.8,1940000
106.8,309212
139.4,219950
120.8,690000
119.8,250800
233.2,557500
215.5,941000
509.1,3650000
188.6,305000
191.4,815000
271.3,1015000
309.4,1240000
196.0,535000
109.2,775000
147.7,255000
99.4,327000
252.7,560000
276.9,1339000
107.8,199500
332.6,760000
280.6,439000
221.1,527000
210.9,199950
154.2,254000
77.1,393000
230.4,585000
176.5,450000
155.1,565000
185.8,330000
215.5,870000
172.8,585000
196.0,500000
130.1,225000
130.1,295000
264.8,775000
127.3,280000
201.6,539000
238.8,567500
183.0,442500
276.9,598200
213.7,610000
184.9,544900
222.0,557500
200.7,532500
306.6,1350000
170.9,750000
188.6,530000
130.1,346100
215.5,260000
131.0,365000
172.8,615000
169.1,318400
177.4,498500
143.1,450000
132.9,200000
93.8,234000
87.3,121800
241.5,805000
191.4,410000
178.4,475000
269.4,1337500
94.8,269000
199.7,573000
154.2,330000
114.3,252750
201.6,745000
118.9,280000
208.1,535000
165.4,580000
170.9,301000
161.7,600000
282.4,538900
